kalimat;tag_bipolar;tag_depresi;tag_insomnia;tag_kecemasan;tag_skizofrenia
 mempunyai sister berumur 29tahun dan sudah punya 1 anak sudah dalam 2 tahun ini dia mengalami gangguan kejiwa seperti suka berbicara sendiri kadang bisa marah-marah kearah masa lalu dia dan juga bisa kearah yang tidak masuk akal seperti artis mistik dll malas mandi 5hari sekali bisa seminggu sekli malas kramas dan kerjaannya hanya tidur saja setlh makan dan dia pun ada kebiasaan buruk yaitu merokok memng sister saya ini bukan tergolong wanita baik-baik 2 tahun lalu dia pernh drugs sabu konsumsi obat penenang jika stres dulu seblm dia sakit seperti ini memang cobaan hidup yang dialami lumyan berat dicampkan suami disakiti tidak berjalan mulus rumah tangganya dan mama saya meninggl juga di 2 tahun lalu itu waktu mama saya meninggal saat itu dia sedng konsumsi drugs sabu dan hmpir2 tidak menyadari hal-hal nyata yang sedng terjdi disekitarnya suka bengong ketawa sendiri mungkin itu efek dulu waktu sedang pakai drugs setlh melakukan pembersihan seperti cek darah bersihkan darah diinfus netral dll akhrnya terakhr tahun lalu 2017 dicheck puji tuhan sudah hilang drugsnya tapi sekarang efeknya berlangsung kejiwanya terparah suka marah-marah kalau lagi memikirkan suaminya berhayal ini itu dan waktu dia mengomong sendiri dia enggak bisa diblngin dan sudah enggak tau dunia nyata lagi dan orang sekitar dinasehtin enggak bisa dngar selalu memaksakan kehendaknya enggak mau kerja enggak mau urus anak tapi yang saya binggung untuk hal-hal kepentingan dia sendiri dia bisa tau dan bisa bicara dengan normal layaknya orang normal tapi kalo lagi kumat bisa marah-marah sendiri lagi dan diluar rumah jika diajak jalan-jalan pun kadang-kadang bisa ngo sendiri layaknya orang gila padahal lagi diluar jalan-jalan begitu kira-kira sister saya ini cocoknya rehab atau cukup kedokter psikiater dan minum obat saja atau bagaimana ya boleh enggak diinfo dokter psikiater mana daerah jakrta utara yang tepat dan bisa diandalkan serta terjangkau juga karena menurt saya dia masih punya kesmpatan untuk hidup berumah tangga lagi dan hidup sister saya sudah enggak bisa urus diri lagi sekarang mohon dibantu infonya;0;0;0;0;1
 jadi begini saya ingin konsultasi prihal apa yang sering saya alami setiap harinya sudah sejak lama saya sering mendengar suara suara aneh entah itu dalam hati saya maupun dalam pikiran saya dan kadang hal itu seperti sesuatu yang ribut misalnya perdebat satu sama lain selain itu saya sering merasa resah gelisah panik takut angkuh tidak berdaya bahkan sedih secara tiba tiba semua itu muncul tanpa saya sadari namun beberapa menit setelahnya saya baru merasakan efek tersebut seringkali saya enggan untuk berbicara pada orang lain lebih menyendiri bahkan cenderung menutup diri secara tiba tiba tapi setelah beberapa hari kemudian saya kembali menjadi diri saya yang ceria dan apa adanya saya bingung dengan perubahan emosi yang datang tiba tiba ini saya juga sering bisa melakukan hal yang sebelumnya tidak bisa saya lakukan bahkan membayangkan pun tidak tapi tiba tiba saya bisa melakukan banyak hal yang berbeda tanpa saya sadari lagi namun ketika mengilangnya dilaim waktu saya tidal bisa seolah olah itu muncul dan hilang begitu saja kira saya kenapa ya dan apa solusinya mohon bantuannya terimakasih;0;0;0;0;1
hi alodokter mau tanyaa kalau tangan selalu sejuk kebas jantung berdebar rasa takut selalu apa pnyakit ini yerr adakah kene mau segera menjumpai doktor;0;0;0;1;0
ingin bertanya saya sering merasakan ada hal sesuatu yang berbicara atau berteriak di dalam pikiran saya seakan seperti komunikasi yang membuat saya seperti linglung jika hal tersebut mulai menganggu pikiran saya saya merasa orang punya badan tapi pikiran entah di mana galau binggung terkadang jika hal tersebut semakin kuat bisa membuat saya menanggis tanpa alsan apapun akan tetapi nanti akan hilang dengan sendiri nya dan membuat badan saya lemes setelah hal tersebut telah selesai itu sering terjadi tanpa di sadari;0;0;0;0;1
jadi begini gejala yang saya alami sekitar tahun 2014 ketika saya beranjak kelas 3 sama tidak tahu mengapa saya mulai menutup diri dikarenakan faktor sosial saya yang kian memburuk awalnya saya hanya asik dengan game lama kelamaan rasa ingin menyendiri pun kian membesar dan pada akhirnya menutup diri untuk bergaul karena saya beranggapan selalu negatif dan kejadian yang saya merasa makin parah adalah ketika saya lulus tahun 2015 karena faktor keluarga saya mengharuskan untuk kerja dan saya bersikukuh untuk kuliah tapi karena hanya angan akhirnya saya nganggur setahun selama setahun itu saya seperti terisolasi tanpa pernah berbicara pada orang lain kecuali keluarga itu mengakibatkan saya makin menyendiri dan gejala skizofrenia mulai parah saat itu belum sadar saya merasa terganggu ketika akhirnya saya mulai kerja dan sepertinya harus segera disembuhksn bagaimana saya harus menyembuhksn diri;0;0;0;0;1
malam perkenalkan saya singkat critaaa orang tua saya mengidap penyakit skrizofernia usia orang tua saya sekarang sudah 52 apakah bisa sembuh dokkk saya mohon bimbingan saya untuk menyembuhkan ibu saya karena cuma saya yang mereka orangtua saya punya tolong bagaimana caranya apa yang harus saya lakukan ke ibu saya dokkk sebelumnya terima kasih dokkk atas bantuannyaa;0;0;0;0;1
malam saya berumur 21 tahun setahun lalu saya mengalami trauma psikis yang akhrinya membuat saya kehilangan kepercayaan diri beberapa bulan setelah kejadian itu saya sering mencoba untuk bunuh diri dengan melukai badan saya sendiri sifat saya kemudian dari ramah menjadi lebih mudah emosi saya suka menyendiri dan saya tidak bisa percaya orang lain saya juga sering mendengar suara orang lain menuntun saya melukai orang lain dan sampai saat ini saya susah tidur karena saya takut karena saya selalu mimpi buruk mohon tanggapannya terimakasih;0;0;0;0;1
malam saya mau tanya saya orangnya tidak gampang bergaul tidak merasa nyaman didekat orang lain tapi kadang saya ingin sekali didekat orang lain hanya saja saya tidak tau cara memulai percakapan jika ada yang mengajak mengobrol saya sering menanggapi dengan ekspresi datar saya selalu merasa kesepian saya iri dengan orang-orang yang pandai bergaul dengan hal yang saya alami itu saya jadi suka berbicara sendiri saya suka berhalusinasi bahwa saya sedang berbicara dengan banyak orang padahal saya bicara sendiri kalau sudah sadar saya langsung bantin kok aku mengomong sendiri mengomong sama siapa sih begitu sanking merasa kesepiannya saya suka sedih dan ingin menangis dan tiba-tiba emosi saya jadi tidak terkendali;0;0;0;0;1
malam saya memiliki keluarga yang mengidap skizofrenia pasien sudah pernah berobat namun tidak rutin selama kurang lebih 2 tahun di psikiatri rsud pasar rebo dan dinyatakan positif mengidap skizo namun 5 tahun belakangan ini pasien sudah tidak pernah lagi berobat dikarenakan dirinya merasa tidak sakit lagi dan obat obatan yang diresepkan oleh dokter hanya akan menghambat kegiatannya karena obat yang diresepkan memberikan efek ngantuk yang berlebih selama tidak mengunjungi dokter pasien tersebut timbul tenggelam pertanyaan saya bagaimana cara memunculkan motivasi agar pasien tersebut ingin berobat lagi apakah sekarang jika berobat di spesialis kejiwaan bisa ditanggung dengan bpjs;0;0;0;0;1
malam hari terakhir saya tidak bisa tidur padahal sudah merasa kantuk rasanya sulit untuk menutup mata dan beberapa hari terakhir juga saya sering merasa mual tidak mau makan namun terasa lapar kepala saya juga pusing seperti tubuh saya sedang diputar putar kira kira penyebabnya dari gejala gejala diatas apa ya apa termasuk penyakit dan bagaimana cara menanganinya;0;0;1;0;0
malam ingin bertanya apa penyebab utama seseorang bisa menderita fungsi abilify membantu menyembuhkan dalam jangka saya haturkan sebelumnya;0;0;0;0;1
malam saya ilary sudah hampir setahun belakangan saya sering merasa ada suara di kepala saya semacam ada dua orang yang bercakap cakap dimana yang satu sering berpikir negatif serta menyuruh saya berbuat hal yang tidak baik namun yang satunya lagi justru berkebalikan keduanya sering hingga membuat kepala saya sakit saya juga merupakan orang yang temperamental terkadang saya suka menangis tanpa saya ini kenapa ya karena jujur ini sangat mengganggu kepala saya sering sakit dibuatnya;0;0;0;0;1
malam begini saya berumur 23th saya akhir2 ini sering merasakan seperti ada perintah di otak saya padahal saya tidak pernah memikirkan perintah tersebut contohnya saya habis keluar rumah lalu saya pulang masuk ke rumah dan seperti ada perintah yang mengatakan bahwa saya harus belajar padahal saya tidak memikirkan apapun tentang belajar agak aneh pertanyaan saya tetapi jujur ini lmyan mengganggu saya karena saya jadi kayak orang sudah bekerja dan saya memang sedang tidak nyaman dengan lingkungan kerja apakah masalah ketidak nyamanan itu berpengaruh dengan keluhan kasih;0;0;0;0;1
malam wanita umur 26 tahun memasuki 27 tahun dan saat ini saya bekerja di sebuah perusahaan yang jam kerja nya shif shifan jika saya masuk sore jam 3 saya bisa pulang jam 12 malam karena memang sudah ketentuan nya kerja 9 jam dan libur seminggu 2x dan saat sekitar 2 bulan lalu hb saya ada di angka 7 6 setelah saya konsultasi dengan dokter spesialis dokter memganjurkan saya untuk istirahat terlebih dahulu dan saya dikasih obat dan setelah sebulan itu saya mengikuti ajuran dokter saya balik chek up lagi dan alhamdulillah hb saya naik 9 9 walaupun masih kurang dan sekarang ini karena jam kerja saya yang seperti itu saya kemabali chek up hb saya turun lagi dan karena saya pulang malam itu saya sering susah tidur cepat pasti tidur jam 3 4 ya agar saya tidak insomnia dan bagai mana masalah pekerjaan saya terima kasih banyak dokter atas saran nya;0;0;1;0;0
orang terdekat saya didiagnosa menderita skizofrenia sudah 11 tahun dia menderita itu dengan teman halusinasinya pasang surut kondisinya kadang tampak seperti normal kadang merasa sudah tidak menderita skizofrenia lagi namun saya rasa saat nya itu masih ada saya rasa dia masih mengidap dan apakah skizofrenia memang bisa sampai selama itu sekarang kondisinya sih terlihat sudah kembali normal apa cara mengatasi agar dia tidak kumat lagi;0;0;0;0;1
pagi apakah orang yang mengidap skizofrenia itu suka ketawa2 sendiri orangnya aneh tapi kalo sosialisasi masih menyambung terkadang bikin saya emosi bagaimana cara agar dia bisa seperti orang normal lagi obat risperidon pun sudah diminum selama 6 tahun tapi tingakahnya kadang2 masih begitu;0;0;0;0;1
pagi saya didiagnosis menderita skizof selama 4 bulan juni juli agustus oktober dikasih abilify dosis 10 moga kmudian selama 3 bulan dikurang jadi 5 moga november desember januari kemudian kambuh lagi bulan februari ini hal ini apa dikarenakan sih pasien stres atau karena dosisnya dikurangi;0;0;0;0;1
permisi saya seorang mahasiswa berusia 22 tahun saya sudah sering mendengar suara2 asing kala saya mau tidur sejak saya kuliah suara2 tersebut bervariasi ada suara anak-anak kakek nenek pria dewasa suara seorang waria suara seorang pria yang berteriak dan lain2 saya juga sering mengalami kelupaan yang membuat saya berdebat dengan sesuatu di dalam pikiran saya tentang tanggal dan waktu apakah saya mengalami salah satu gejala did saya juga seorang yang punya hobi menggambar dan menulis tapi ada hal yang aneh saat saya menggambar saya seperti diperintah oleh sesuatu untuk menggambar dengan detail dan sempurna dan jika ada 1 kesalahan ada sesuatu di dalam diri saya yang marah dan mencemooh selain itu saat saya berkutat di tulisan saya sesuatu memerintah untuk menggambar saja dan satu hal yang aneh saya baru menyadari bahwa saya tertawa dengan suara yang berbeda-beda seperti suara orang lain setiap menghadapi suatu hal yang lucu maupun aneh saya meminta tolong dokter untuk menjelaskan kondisi saya saya khawatir apabila terjadi sesuatu dengan pikiran saya dan semoga saya tidak mengalami gangguan jiwa mohon jawabannya terima kasih;0;0;0;0;1
permisi dokter saya ali umur 18 tahun dulu waktu kelas 9 sampai saya pernah mengalami gejala negatif puncaknya saat saya kelas 12 waktu un saya mengalami delusi hingga kabur dari rumah apakah saya mengidap penyakit skizofrenia;0;0;0;0;1
saya ingin bertanya apa saya mempunyai alter ego soalnya sifat saya hampir mendekati saya sering berbicara didepan kaca memanggil sebuah nama yang secara spontan saya ucapkan kadang saya itu terasa dingin pendiam dan paling sering saya itu ramah humoris dan juga kadang bahkan hampir setiap hari saya berbicara sendiri itu alter ego atau tidak ya;0;0;0;0;1
saya mau tanya kan kakek saya wafat kepikiran saja soal tentang infus jadi saya merasa kalo saya melakukan hal yang enggak benar soal infus itu yang menyebabkan kakek saya wafat soalnya sudah 2 hari beliau dipasang infus sampai wafat apa saya menderita skizofrenia karena enggak cuman sekali saja saya merasa seperti ini sudah sering saya merasa melakukan sesuatu tapi tidak tau nyata atau;0;0;0;0;1
saya pernah mengalami depresi berat hingga mengurung diri selama 4 tahun selama itu saya sering kali mimpi buruk yang semakin lama semakin parah terlalu nyata pikiran kacau persepsi hidup berubah tidak ada motivasi apapun semakin buruk mimpi saya saya pun mulai berhalusinasi lucid dream sleep paralaysis gangguan tidur lainnya karena itu kadang saya terlalu takut untuk tidur lagi tapi terlalu capek untuk tetap terjaga saya merasa gelisah paranoid dan tidak bisa memutuskan mana yang nyata atau tidak terlebih lagi kalau mimpi tentang orang yang saya kenal tapi dalam yang mengerikan atau situasi yang mengerikan tolong saya apakah saya benar mengalami skizofrenia;0;0;0;0;1
saya remaja umur 16 masuk 17 dari sd sampai sampai saya anak yang cukup aktif dan selalu mendapat juara kelas bukan masuk memamerkan tapi suatu waktu saya selalu ingin sendiri enggak tau kenapa lebih nyaman saja memasuki sampai kls 3 saya mulai suka menulis kebiasaan menyendiri saya pun jadi lebih sering dilakukan sambil membaca novel dan menulis karangan nilai akademis saya mulai merosot tapi tidak dengan non akademis karena saya bbrapa kali mengikuti prlombaan mnulis mskipun tidak selalu menang saya semakin sering mengurung diri di kamar bersama lagu-lagu novel dan keluarga dulu saya sangat dekat dengan kakak tapi smnjk menikah ia tidak lagi dekat dengan saya karena sudah ada pasangan dan hari saya mnonton drama korea yang mncritakan lelaki pengidap skizof dia seorang penulis pokoknya saya suka dramanya judulnya ok that sangat menikmati film tidak mnyadari kalau sbnrnya apa yang tokoh dalam drama tsrbut rasakan lakukan hampir sama persis dengan saya salah satunya adalah halusinasi dimana tokoh menganggap bahwa seseorang bernama kang woo ada padahal dia hanya jadi sering bingung dan kadang suka menangis sendiri entah selalu tak ingin percaya pada siapapun kecuali pada diri saya tuhan dan tokoh2 karangan ciptaan saya laptop mungkin trdengar aneh tapi saya tolong bantuannya terima kasih sebelumnya;0;0;0;0;1
 malah saya ibu 1 anak dengan usia 17 bulan setahu saya kedutan diperut hanya dialami ketika hamil saat usia kandungan mulai menginjak usia 4 bulan sejak anak saya berusia 2 bulan saya mulai memakai kb kb suntik 3 bulan tetapi suami saya merasa anak saya trkena efek dari kb karena bandannya yabg semakin menyusut menayarankan berhenti kb untuk sementara dalam 1 bulan trakhir sayapun tidak memakai kb bobot saya anak meningkat drastis dan akhir2 ini saya sering merasakan kedutan didibagian perut atas sebelah kiri haid saya juga lancar kira-kira kenapa apa karena saya ggemuk maka perut menjadi sering brkedut atau gejala dari penyakit bahaya atau tidak jawabannya terimakasih sebelumnya;0;0;0;1;0
 malam saya jessiva berusia 18 tahun saya sering mengalami gejala seperti mencium bau yang orang lain tidak rasakan dan saya sulit mengendalikan bau tersebut sehingga membuat diperasaan saya langit langit rumah terasa menggelembung makin lama serasa semakin membesar menjatuhi saya dan membuat nafas saya sesak namun saya masih sadar itu bukan pikiran sadar saya jadi yang saya rasakan hanya sesak nafas dan sambil terus membayangkan kejadian juga sulit tidur gampang lemas dan kurang bergaul dengan saya mengidap skizofernia;0;0;0;0;1
